Person ID;Level;Current Potential;Code;Gender;Evaluation Statement;Evaluation Date;Evaluated by Code;Agreed By Code
00344759;5;D;RCC/P;M;"00872378 has proven to be a strong R&D leader demonstrating both exceptional technology competences and distinct skills for the smooth leadership of teams. He goes above and beyond what is required and volunteers for tasks that are tedious, but necessary. Embracing enthusiasm and optimism, he actively seeks for opportunities and manages interfaces very well even in difficult situations and constellations. His excellent competencies for change management are supported by a long track record of achievements: During his assignment as R&D group leader for Chemical Catalysts in North America he successfully transformed and merged R&D groups with a very challenging and fragmented project structure and a delicate balance between market and custom projects. In his role as Technology Manager in the Global Technology and Investment group, he demonstrated the ability to transition from R&D to an interface with engineering and operations and achieved a high level of acceptance in these new teams, specifically when coordinating the entire ChuCha project group. In his current group leader role, he successfully built up a new group for scale up and process development of Process Catalysts and implemented new workflows for the transfer of catalysts from R&D to production. Combining a remarkable motivation and mentorship of his new team with strong personal ownership for technical details, he was able to guide the new group to a series of successful catalyst developments. In addition, he earned strong recognition of all stakeholders, when leading the project team for a new major capex project (""Solids Processing Center"") to a successful initial approval by Commission S.";31.03.2020;RCC/CCD;RC
00137888;5;R;A-APA;M;00872378 has demonstrated the capability to work successfully in different environments (Asia, Germany, Central Europe) on different levels (corporate, business unit) as well as different functions (supply chain, controlling, marketing, business management). He is a smart, fully committed employee who quickly understands and addresses the current and futures challenges and opportunities. He is an extremely fast learner with a high implementation drive and openness for new ideas and approaches. He takes care and supports his team acting as a coach towards them. As Regional Marketing Head in Central Europe, his impact in the organization and the business is visible based on business growth and team maturity. Since 2018 00872378 is successfully managing 7 ASEAN countries. Key achievements in his role are: 1) Successful introduction of new products and growth above market, 2) Expanded market coverage & enlarged retailer network – also defining business rules engagement concepts for Key Accounts, 3) Development of more compelling commercial value propositions to grow with key channel segments, 4) Successful integration of acquired business from 00645518 Crop Science in ASEAN, 5) Excellent preparation and implementation of country strategies, in full alignment with global AP Way Forward in Agriculture strategy.;15.01.2020;A-APA;AP
00401657;5;D;RC;M;00872378 is currently group leader at hte for R&D projects within the BASF group. He oversees chemical as well as environmental catalysis projects. Additionally, he has the disciplinary leadership for the teams analytics, catalyst synthesis and reactor filling as well as functional leadership for the HetCatLab - a PostDoc team working at hte. 00872378 shows a calm, open and fact oriented leadership style. He has an outstanding ability to cope with the great diversity of characters in his research group - which makes him a highly accepted discussion partner and effective leader. He is open and appreciative for new and creative ideas and able to develop and follow up new activity areas for hte. His entrepreneurial drive and passion helped to make him a key person for the conception of a screening highway for battery materials - where he was able to combine his knowledge of battery material research with high throughput knowhow of hte. He shows a good sense for customer need, especially on a technical level. Before joining hte, 00872378 was a key pillar in the Amagasaki RC battery laboratory which is crucial for the success of the local JV BASF Toda Battery Materials. He had to build up a team by recruiting only newcomers. In doing this, he demonstrated the ability to integrate a culturally diverse set of people into a productive work team. He sets high targets for himself and his team but never forgets to nurture a positive, inspired working atmosphere. 00872378 had to shift the focus of this team from the electrolytes to the cathode business. Despite this was a challenging task, this transformation went very well.;27.10.2020;RC;
00352356;5;E;E-PME;M;Because of his experience in team leading and project management, 00872378 took over the leadership of the technical development department at E-PME/G in 2016 and from the very beginning focused significantly on team development. His main contribution was the change from a group of individuals to a cooperating team. He introduced a new team structure, established new roles for all members, redefined responsibilities and clarified expectations. 00872378´s open, trustful and respectful behavior helped all involved co-workers and peers to accept and implement the change of his organization from a unit mostly focusing on troubleshooting to a set-up pushing the technological contribution to our overall strategic direction. 00872378 always focusses on the strategic development of the whole unit and is a person enjoyable to work with. 00872378 has a strong background in product and application development, which enables him to personally drive innovations. Besides his management skills, 00872378 is directly involved in key projects including the setting of ambitious targets as well as the establishment of regular contacts with key stakeholders at our customers. Because of his collaborative nature, he actively involves people from his team as well as colleagues from various other units to progress.;15.02.2019;E-PME;PM
00134570;5;D;RCP/M;M;00872378 joined the Xemiium plant from a central function in 2015 and quickly adapted to the new work environment. He diligently applied his strong analytical skills to develop necessary improvements. An increased area of responsibility with disciplinary leadership in his new position as group leader in R&D will support his development.;26.09.2017;APT;AP
00607982;5;D;E-EMD/O;M;00872378 00387135 performs his tasks as Plant Manager of a complex production cluster with utmost commitment. He permanently has to balance the requirements of daily operations in a huge, aged-equipment plant with numerous activities to fulfil EHS standards and to improve asset reliability. His broad experience gathered in BASF and Ciba helps him to set the right priorities and lead all activities in an efficient manner. He intensively involves his team into decisions, thus considering all relevant aspects and ensuring the necessary buy-in during implementation. This has proven to be especially valuable when setting up a holistic strategy for process safety, and for a sustainable improvement of safety culture. 00872378 does not shy away from difficult decisions, e. g. personnel and organizational changes in his leadership team. He prepares them diligently and afterwards explains them patiently in many conversations. He stays focused and keeps a clear overview even in complex and tensed situations. His judgement skills, high sense of responsibility and good communication make him a very reliable plant manager and a respected leader of his team.;22.08.2019;E-EMD;EM
00493152;5;D;CMS/I;M;00872378 is a highly motivated and energetic character, setting himself ambitious goals and always providing fast response to any challenge. 00872378 takes the lead in analyzing complicated topics and comes up with creative solutions to solve the topics. In his current role as global strategic strategist for MDI, 00872378 showed strong analytical skills. 00872378 brings a very positive spirit in the teams and keeps calm under pressure. By doing so, he manages a team well, even in critical situations. He also helps the people around him by sharing his very rich know-how in controlling and therefore develops his team as well as peers. 00872378 shows great ambition to have a personal impact on pricing of his products. Supported by his knowledge of BASFs reporting systems and IT-tools, 00872378 manages to come up with strong content driven arguments to do so. 00872378 could further improve his impact by adjusting the communication better to the specific audience. Mid to long term, a leading role in controlling or finance would fit perfect Martins strengths/skills.;12.04.2019;CMS;CM
00552537;5;D;GBC;M;00872378 is a passionate leader committed to achieving ambitious goals. He has strong conceptional skills and actively seeks for brining in outside perspectives considering customer expectations. 00872378 shows a high interest in developing his leadership skills but is still lacking to provid clear guidance and appreciating team achievements over individual achievments. This is therefore seen as a development need. 00872378 could develop a good reputation in the digital community of BASF by driving the digital initatives at EN to the next level. He is a great coach for EN how digitalization can change our business and we could leverage digital solutions. As a next step on his leadership journey he is now focussing on creating impact with his team rather than testing always new ideas. He always seeks feedback to improve and could proof seniority in dealing proactively with different and not aligned expectations between business and division/corporate. 00872378 addressed the wish to return back to FD to further develop into a Senior Executive role there because he does not see his strength in business. A dialog with FD was initiated on different levels. He should move into a new role within the next 6 months.;20.05.2019;EN/S;EN
00615520;5;D;N-APN;M;00872378 00615520 is a developing leader with a diverse background who demonstrates great ability to move ideas and projects to implementation. 00872378 has demonstrated great agility in learning both technical and commercial aspects of the business. He conducts his day to day activities with high energy, enthusiasm and team spirit. Further development of his customer focus will enhance his ability to deliver results and lead others. 00872378 lead his team to identify a potential weakness in the go to market strategy around the Innovation Specialist team. His team performed a large amount of analysis around time drain on creating grower lists each season versus managing the team at a territory level. This project involved working with senior management as well as leadership and team members of the IS team to arrive at a mutually acceptable solution. Additionally, 00872378 lead his team to upgrade and improve the retail package inventory collection process in 2016 - the prior launch year revealed a large amount of field and customer discontent and 00872378 lead a season debrief with multiple stakeholders to arrive at a new and improved solution. 00872378’s leadership development in 2017 increased with the additional responsibility of 00645518 Integration for US Crop Business Operations. 00872378 is demonstrating excellent skills around strategic thinking with a longer term horizon.;25.04.2018;N-APN;
00697640;5;E;RAP;M;With his >20 years of experience in the area of adhesives (Tivoli, Forbo, Sika, BASF since 2014) 00872378 00697640 is an excellent technical leader for his research group. As a well recognized expert in the adhesive industry 00872378 plays a critical role for PM's strategic approach to grow the adhesive business, hence also consults PM across all industries to build an innovation pipeline / R&D portfolio for adhesives. 00872378 has successfully build a strong adhesives R&D team in Europe but also leads this effort in other regions. He drives collaboration in this area across divisions (RA, PM, ED, EB, CM). 00872378 is a team player and eager to share his knowdege, always showing enthusiasm for his expert field. Based on his long standing industry experience, 00872378 has a good understanding for manufacturing issues and consults accordingly.;28.02.2020;RAP;RA
00120407;5;D;GDA;M;"00872378 is a very action-driven inclusive leader who constantly looks for creative solutions. He has driven BASF's HR digital transformation (executive sponsor: FHS) since March 2017. At the beginning of this role the scattered landscape of individual projects and initiatives across BASF needed to be consolidated. 00872378 provided guidance and joint direction for the project team. Within two months he engaged with the HR leadership team, gained support with a Sponsors system for each Workstream, set up a project team and completed the first roadmap of the overall HR Digital transformation. By applying his advanced communication skills and creating a strong sense of urgency, 00872378 has successfully developed outcomes like ""me@BASF"", a scan app for remote HR reporting purposes, workplace analytics and more than 10 other live projects which are at different implementation stages. As part of Way Forward ""Digitalization"" 00872378 ensured that workforce enablement received top management attention. The establishment of an Execution Resource Pool, the development of a BASF digital talent network, onboarding of LinkedIn learning and the leadership initiative ""lievitleadit"" mark key examples of his continuously high work output in 2018 alone. He is not shy to face different stakeholders with a keen sense of reality and derives the right conclusions from the discussions. BASF Hackathons have become a regularly used format thanks to 00872378's ability to engage a variety of stakeholders in FH, operating divisions and FD. His gained and continuously deepened subject matter expertise and the strong results-orientation stand out. His next step should include an assignment abroad.";27.02.2019;G-FDB;FD
00037592;5;D;GD/S;M;"00872378 is highly committed to his role and his responsibilities/activities, can familiarize himself fast with complex topics and is willing to achieve ambitious results. He proactively includes others in the solution finding process and is driving all topics till implementation. Especially in IS networking (LAN and WAN) and Unified Communciation (Telephony, Jabber, WebEx) we are faced with a lot of challenges in daily operations as well as in necessary huge changes in technology refreshes and functional enhancements. 00872378 pushed the global harmonization/ standardization of innovative communication technologies and improved herewith the stability and functionality. 00872378 was eager to take over the role of lead solution architect for all architectual question in our big project Pegasus (more than 1000 sites). He's already leading a very big global team of more than 20 own employees and additionally 40+ externals. He's well accepted as a leader. 00872378 is always open for new topics, curious and eager to learn new things and highly appreciated by colleagues working on innovation or complex topics due to his ""out of the box""-thinking ability. He's actually part of one of the WayForward substream projects. His interpersonal skills and mindset towards diversity allows 00872378 to manage the collaboration with all IS functions excellently. He is well accepted and is constantly seeking for improvements opportunities. 00872378 was doing his both studies parallel to his daily operational tasks. This indicates his eagerness to improve his skills and to go the extra mile. He's a strong communicator to his team and towards management. He can distill down complex topics into easy to understand terms and descriptions.";23.03.2020;GD/S;GD
00675888;5;D;EM/A;M;After graduating in Business Administration and Chemistry in 2012, 00872378 joined BASF’s Color Solution business in Cologne as Marketing Manager. He then joined EMC in Monheim to work on the EMB strategy and support special projects as of 2017 as a staff to the SVP. 00872378 is a very talented individual, who already had some international exposure (studied partly in Sweden). He shows a high customer orientation, bias for action, and has the ability to formulate a strategy, and to translate a high-level strategy into an actionable plan. His open mind and business skills are a strong basis to develop quickly in a business role. 00872378 brings a positive contribution by working on a number of special projects, works independently and involves the right stakeholders at the right time. He still misses experience in an operational role with hardwired KPIs and objectives and will need to move to such a role to fully deploy his potential for the future. He already proved his analytical skills and ability to define a strategy. The development needs to be around delivering results, managing people, and working with ambiguity in a complex matrix.;26.10.2018;E-EMC;EM
00616440;5;D;ESE/F;M;Since passing the state-run fire officer training program (2 years), 00872378 is now 1 year in our organization and took a very good start. He is a very structured person with good and convincing communications skills. He is very open to new tasks, takes responsibility and delivers a lot and in time. As person he is also very balanced, open minded and team oriented. He is carefully listening to people, not afraid to bring his opinion and has a good sense of humor. He will need some further time for collecting leading experience, to build up his network and to get some more deep ER knowledge.;24.04.2019;FE/F;FE
00016679;5;E;GET/R;M;00872378 started his career at BASF more than 30 years ago in the Heavy Duty Rotating Equipment Maintenance department. For 10 years, 00872378 was executing the maintenance of the turbomachines such as gas turbines, steam turbines and turbo compressors and reciprocating compressors in (among others) the ammonia plant, air separation plant, synthesis gas plant, steam cracker, and for refrigeration units at the site Ludwigshafen. With his strong dedication to the machines of the plant, 00872378 changed to synthesis gas plant being responsible reciprocating compressor in U218 in the synthesis gas plant. In 1998, 00872378 was promoted as deputy plant manager in the air separation plant with the responsibility for the maintenance of the turbo compressors which he held until 2003 when he was promoted to operations manager in the same plant. In 2007 00872378 took over the operations manager position of the PWB Plant which also has heavy duty turbo compressors at the heart of the production. In 2011 00872378 took over the position at the steam cracker, again a plant with several heavy duty turbines and turbo compressors. For nearly 20 years, 00872378 worked at operations such as air separation plant and Steam cracker where one of the most critical equipment are the turbomachines (steam turbines and compressors). With his deep knowledge of turbomachinery in operation, 00872378 is used to take operational discussion based on the deep understanding of the machines. He is driven by a strong customer and operational focus. To keep the machines well maintained and in case of disturbance up and running asap is his main driver.;27.05.2019;G-FTT;FT
00561302;5;D;E-CIE/D;M;00872378 is a young candidate with a high motivation to develop into a leadership role. He is eager to learn, actively networking across units and hierarchies and regularly asking for feedback and advice and is well able to handle complex and also strategic topics. Based on the know how obtained during his first role in BASF and his recent MBA studies, he proactively shares own knowledge to solve issues (e.g. leveraging his COBUS knowledge), also beyond his own team on divisional level. First functional leadership experience was obtained already with project work (Project Future Consolidation), as proxy for his group leader or in the collaboration with the shared services team in Berlin. While 00872378 has learned to handle conflicts in a calm and constructive way, he can develop further by using his energy to drive change. In his next step, he should be given the opportunity to leverage his curiosity for new things, his biography and the experience gained during his formal training with a move into a business role and to gain further international experience.;23.09.2019;CI/C;CI
00245279;5;D;CPM/M;M;00872378 joined the Hygiene team during challenging times for the superabsorbents business and the whole organization. While the market quickly commoditized and margins dramatically dropped, 00872378 took a leading role in transforming the marketing team into product management group steering pricing on a global level. First as pricing manager, later promoted to the head of global commercial product management, he is providing clear guidance and support to the regional business teams. He convinces in a collaborative way based on a profound market know-how and understanding for customers. Leveraging his experience as key account manager, 00872378 is recognized both by the sales community, business management and leadership team as the go-to person for pricing, planning and negotiation advice. He showed that he can translate the new strategy pragmatically into daily decision making. As a well connected influencer, he helped to change the Hygiene unit mindset from specialty to commodity with a continuously high level of engagement and empathy. 00872378 can further grow by showing his passion for the business and further improve his strategic developing a clear vision for the business.;24.10.2019;G-CPE;CP
00677996;5;D;GEE/E;M;"00872378 started 2017 in GEE in the group Conceptual Process Engineering. He soon took over a troubleshooting project where he collaborated closely with all stakeholders to drive the project/ task to success. He involved all parties in an engaging manner and thus motivated them to actively contribute to the project. Focusing on quick solutions for the problems he should look little bit more in alternative solutions, ideas from others and innovations. 00872378 then joined the Golden Island project as coordinator for the technical feasibility study (TFS). With his open manner he collaborated naturally with very diverse teams (colleagues from all regions; Levels 2-6; from very experienced to young). He showed a strong project delivery mentality and pushed the team to success. Beginning of 2020 00872378 was delegated to Geismar where he was working closely with operations, construction and engineering. He adjusted very quickly to the new environment and convinced with his very good communication skills and a high level of confidence and professionalism. However, he should pay more attention to listening actively and leave others enough time to express their opinion.";27.08.2020;GEE;GE
00854362;5;D;GBM;M;In his role as Project Manager at GBM/M, 00872378 has very successfully led business operating model redesign and EBIT improvement projects at EM, E-PME, and ECT and played a key role in establishing the Corporate Strategy PMO together with CDS. 00872378 has a clear sense of big picture and strategic direction and the ability to quickly combine top-down strategic priorities with bottom-up insights. He has the ability to align diverse teams with different backgrounds and expertise areas around a common goal combined with a good judgement of specific needs to make a decision and set a clear direction. In his next career move, 00872378 should gain additional operative business experience, ideally combined with functional leadership (e.g. in Global Product Management).;06.08.2020;GBM;GB
00872378;5;D;APM/D;M;In the current position it is Martins objective to successfully develop the business of a new digital product in many countries and regions. In this function he shows the great ability to create in a very short time an excellent team spirit between all involved different functions and across levels internal and external. He demonstrates his great passion to implement innovative solutions for the agricultural market. This requires him to realize a change of the existing system and especially to understand the customer values to influence them. 00872378 demonstrates his strength during the last years fulfilling both requirements excellently. The high level of motivation and acceptance in Asia as well as in Latin America is the result of his personal sensitivity to the specifics of the local conditions. By achieving this identification 00872378 is realizing impressively the defined business objectives and is delivering the results also in an established/conservative environment. He makes use of his strong negotiation skills in 3rd party negotiations as well as in direct customer interactions. 00872378 is setting for himself as well as for his team clear priorities to implement strategies consequently and act proactively in changing market environments, creating excellent value for the company in terms of image and financial results.;18.09.2020;APM/D;AP
00667019;5;D;EC;M;00872378 is very responsible, reliable and has excellent people leadership skills. He has been managing Tortuguitas plant for 2 years and, during this time, he could promote relevant changes in the overall working environment and culture, instilling a completely different mindset and delivering very good results, bringing as well all the different areas of the plant to work together. In this meantime, he also faced a robust crisis and had to implement strong cost reduction measures, involving personnel reduction (which demand hard negotiations with union) and process changes. Everything was handled in a very professional way and keeping the good mood and a positive atmosphere in the plant. For a training/development perspective, the experience in Tortuguitas has been helping him in developing several competences and it seems that it’s close to the time to move into a different role for additional development, where he could have more exposure to different elements of the overall business and help him with continued leadership diversity.;28.05.2020;EC;SA
00030065;5;E;G-ENP;M;"Ever since 00872378 joined BASF in January 1996, he has been an invaluable member of the pharma business. 00872378 has held various single-contributor and several leadership roles in business development, marketing and most importantly sales. After the reorganization at EN, 00872378 is responsible for sales and technical service of Pharma Solutions in Europe. Starting September 1, 2019, 00872378 will, in addition, assume responsibility for the global Omega-3 Pharma business. By his team, colleagues and supervisors, 00872378 is recognized as one of the key experts with regard to the pharmaceutical industry; over the years, 00872378 has gained valuable experiences in most of all pharmaceutical indications and market segments; with this deep knowledge and understanding, 00872378 is able to translate market and competitive developments into business opportunities and risk mitigation measures for BASF. With his coaching leadership style, 00872378 is able to train, steer, guide and develop new recruits, talents, peers and supervisors to accelerate their onboarding onto new jobs in the context of the pharmaceutical industry. For that reason, 00872378 was nominated to lead the head of the sales community of Pharma Solutions. His expertise is also recognized by industry participants on all stages of the pharmaceutical value chain. 00872378 has key contacts from the """"shop floor"""" to the board room of large pharmaceutical companies. With his exceptional reputation and business ethics, all doors stand open for him. He is able to translate this into ngible business impact (e.g. P188Bio launch with Roche and launch of joint biological excipients development partnership). As a member of the board of the European Fine Chemicals Group, 00872378 represents BASF's interests in a key industry association. Most recently, 00872378 initiated a roundtable discussion with other excipients manufacturers regarding practices of registration of novel excipients (kick-off meeting end of March 2019) with the objective to facilitate innovation and time-to-market for innovators on this step in the value chain. An exceptional example how 00872378 leverages his skills, his outstanding network and his exceptional expertise for the benefit of BASF Group.";20.06.2019;G-ENP;EN
00138439;5;D;CFP/R;F;After joining Global Finance Transformation (GFT) in July 2017, 00492245 took over the responsibility for the Finance & Controlling academy as well as for the finance part of the travel management project. In April 2018 she became the leader of a (strategic) project to prepare Finance for the migration to the new S/4 Hana Business Suite. This gave her the chance to emerge from the shadow and drive the development of innovate finance services fundamentally which is in line with her development needs. As the project will be finalized end of Q 2 2019 00492245 is available for a new assignment now. 00492245 Boehm regularly adjusts quickly and flexible to new tasks in and outside her area of expertise. With her solution-oriented approach she involves all relevant stakeholders in virtual project organizations. In doing so she demonstrates her strength in collaborating for achievement in a global organization and her effective communication style. She is able to handle complex situations and initiate change in an open mind manner. Sometimes she could push tasks more to increase overall performance and achieve results more quickly. This includes addressing conflicts immediately. At the same time 00492245 is an open and well-balanced personality which helps her in leading already several teams in BASF and creates a good atmosphere in the teams / project teams.;29.05.2019;FF/P;FF
00492245;5;D;GDF/A;F;After her experience in several roles within procurement including a leadership position in procurement and sales experience within EVO, 00492245 has joined the Digital Business Model team in 2018. Her strong collaboration skills allowed her to onboard extremely quickly and she is now already a respected member of the team. While developing digital business models with several business units 00492245 is demonstrating a very strong customer focus with drive towards creating growth opportunities for the company. As one of the workstream (topic) owners she is deeply involved in the development of the FD strategy and her networking skills allow her to consider broad aspects in an environment that is new for her. 00492245 is a strong communicator that is able to adjust her messaging to various target groups and is working on further improving listening skills in cases where counterparts are not able to keep up with her execution speed.;15.05.2019;G-FDB;FD
00781657;5;R;N-EDN;F;00781657 joined BASF in 2016 after many years with Dupont. She was quickly recognized as a strong and impactful leader. She inspires and encourages her team to win together for the customer and finds creative way to mutually benefit our company and our customer. She demonstrates strong business acumen and is an effective collaborator. She works across boundaries (real and perceived) to drive innovation - this is especially true in the global business and with sister business divisions of BASF. The development competency of entrepreneurial drive is meant in the spirit that 00781657 can own more empowerment. She is highly trusted in the ED organization and is empowered to do what she feels is needed for her team and customers. It is important to continue building 00781657's network within BASF. 00781657 successful lead the project to move our Michigan-based EDN colleagues to the 00763225 campus. She managed the construction of the site, the shutdown in the Detroit-area and all of the cultural change topics that come with a project of this type. 00781657 is an inspiring leading that drives full inclusion and empowerment for her team. She is direct, yet kind. Authoritative, yet inclusive. In recent months, 00781657 has stepped into the interim Business Director role for our construction business (our largest EDN industry). In a short time, she has refocused the team on key activities for highest impact and has this team working together for achievement in ways not seen prior.;26.08.2020;N-EDN;
00596824;5;D;G-CCB;M;00596824-san has developed wide range of competencies in high level. He always shows high commitment on his own tasks and is the dedicated member to support other colleagues for optimizing the team output. Not long after he has taken up the new challenge as EM Japan LBM, he took time to understand the complexity of the business, took decisive actions to engage the whole team for business development, stayed firm with the course charted and delivered excellent business results. 00596824-san has the ability to think through a topic in a holistic manner for overall benefit of the business from strategic and operational point of view. With the reorganization efforts in EM-Japan, he also demonstrated his leadership ability to implement changes. A broader look beyond the borders of A-EMA business in Japan would give him an opportunity to better understand all facets of business and get a stronger support from the Regional team and other stake-holders.;26.02.2018;A-EMA;EM
00256742;5;D;A-EDA;M;00256742 00256742, before joining PM, got BASF experience with EV, EM and EN and got multifunctional expertise (corporate development, supply chain, sales, key account management). Because of his business development skills and result-oriented working style, he supported BASF´s team to develop the global key account business in the aroma industry long-term successfully. In his new role in PM, he took over the global coordination for the SBU PMC, which is home for the microcellular PU foam business with its main application field of jounce bumper for automotive. Recently, he additionally took over the global coordination for PM´s Industrial Segment. New to the business as well as to the industry segment, 00256742 managed to get a deep insight by connecting with all relevant stakeholders. He took an active role in the project Growing Dragon (production expansion for PMC), analyzing the market needs and technological requirements. As a result of the analysis, the project was put on hold, as it has been revealed that existing capacities as well as current market demand can be sufficiently served by existing global assets. Thanks to his knowledge of the “Japanese” and “German” culture, 00256742 successfully supported the project New Castle (deep dive into the BIP JV of PM and Inoac in Japan). His personality is characterized by curiosity, empathy and high level of professionalism. 00256742´s development area is focused on his communication skills to sharpen his ability to bring ideas across and to engage others in solving issues, particularly engaging with different cultural styles.;14.01.2020;PM/G;PM
00356716;5;D;A-PMA;M;00356716 00356716 has acquired a very strong technical know how in engineering plastics due to his positions in operation and technical product management over the last 6 years. With his strong expertise combined with his out of the box thinking, he applies new ideas to solve problems such as optimizing the profitability of the product portfolio, solving issues due to raw material shortage, developing and executing risk mitigation measures while keeping an effective communication to the stakeholders. Even during the time of crisis, he is able to remain calm and act as a role model for his team. He provides timely feedback to his team members to help them strive. He supports, empowers and shows empathy towards the needs of his team and at the same time he sets the framework and clear targets of what need to be achieved. 00356716 demonstrated strong entrepreneurial mindset. He thinks from the perspective of the customer and from the angle of our sales colleagues. He acts fast, takes ownership and makes quick decision where required. During the PA66 shortage, he came up with new methodology of fair product allocation to ensure no negative impact to the customers. He is committed around the clock and always gives his best. His own personal commitment and attitude have a very positive influence throughout his team.;08.01.2021;A-PMA;PM
00237056;5;D;GET/R;M;As Global Senior Expert Turbomachinery Turnarounds, 00035646 is leading as primus inter pares the newly established team Global Technical Support Heavy Duty Rotating Equipment (HDRE) with a special focus on the petrochemicals division. . Demonstrating his strength on communication and collaboration, 00035646 quickly connected to the team globally and interacts effectively to help solve relevant HDRE problems around the globe. Matthieu is well recognized for his expertise within the technical community and on the customer side. His delegation to Ludwigshafen will enable him to learn from his peers, the principal experts in rotating equipment, and to further extend his technical knowledge to prepare him for an executive expert position in rotating equipment.;29.04.2020;GET;GE
00035646;5;D;APT/E;M;00035646 is the production manager of the Thiuram complex since February 2018. With his strong strategic education and experience, 00035646 managed to establish a high quality and trusting relationship with marketing and sales, even in difficult situations as the Metiram allocation in 2018/19. 00035646 managed to take the customers view and needs and translate those into a successful operational plan for his team to address the necessary priorities and maintain motivation and endurance in his shift team in a challenging situation during the cost reduction initiative in 2020, where also staff was reduced. He also managed to explain and promote the needs of manufacturing to supply chain/marketing by providing appropriate explanations and transparency. 00035646 is a well respected leader and his team benefits from a well developped mutual feedback culture and clear operational guidance on the necessary priorities. 00035646 displays a high ability to analyze and solve problems, where sometimes the application of a pragmatic 80:20 approach with clear delegation of tasks could speed up the implementation start.;29.01.2021;APT;AP
00536811;5;D;GBE/S;M;In November 2018 Matias started his assignment at Corporate Treasury. He quickly embraced his new role and took full ownership for financing related matters in Eastern Europe, Middle East and Africa. Matias is a very enthusiastic, curious, fast-learning and a strong collaborator. He is always looking to contribute and implement new and innovative ideas into his role and into the broader organization. Feedback from his peers in the region is excellent. Matias leverages well his finance and controlling knowledge from South America. When designing financing solutions for his companies, Matias acts with a high degree of entrepreneurial drive, analyzing various options and always thoroughly weighing risks and opportunities. Over the next 12 months Matias will be assigned to more challenging projects to create learning opportunities and to broaden his experience and network.;03.06.2019;FFT;FF
00614315;5;D;E-EVP/O;M;In his current role 00614315 is covering a broad range of tasks from Mechanical, Civil and E&I disciplines to Construction Management and Automation. His contribution is crucial for the program Advanced Process Control and for digitalization activities, acting as Team Leader not only for the site, but for the entire Italian manufacturing community. 00614315 is involved in the conceptual and development phase of innovative methodologies as well as in the implementation phase of the program. He has proven in several occasions that he is resilient and that he can keep several balls up in the air. E.g. in an emergency due to a black-out. 00614315 does have impact and the can be very effective even in times of change and uncertainty - he was essential to the successful shut-down and restart of all assets by leading an ad-hoc task force in two different war rooms. His leadership style is very hands on and he is close to his team. In a turnaround, 00614315 operated directly in the field, taking ownership by making clear decisions how to coordinate the multiple maintenance groups.;02.10.2020;E-EVP;EV
00585215;5;D;RAA;M;00585215 is strongly committed to delivering results and empathically strives for achievement. He is a curious person, intensively communicating and ready to cooperate broadly in order to find alternative and better routes to solution. He is a quick learner and is ready to adapt his approaches if they don't work well. He proved his ability to solve technical problems in a competent and pragmatic way. Both his pragmatic way and continuous pursuit of the best-suited solution were displayed when he had to establish the Cl-LAB (a small application lab new to the division) to provide support to marketing & sales. He closely collaborated with M&S colleagues to precisely understand their customer's needs and provided suitable data packages to them to better position their products. His agile and pragmatic support is very well appreciated across Cl and has led to tangible business results. 00585215 demonstrates emotional stability and can handle interpersonal conflicts well. He is good in motivating his team to achieve the best results. For example, he provided guidance and support to his lab technicians to adapt the former epoxy lab to provide initial sets of data for various new industries. Under his leadership, the lab team actively participated in and shaped the transformation of the laboratory scope. 00585215 still needs some development with respect to embracing diversity, especially regarding target group-oriented communication in a nontechnical and multicultural environment. A delegation abroad would be suitable at this stage of his career to further develop these competencies.;01.02.2018;CI;
00606438;5;D;A-PMA/G;M;Matt has shown continuous progression since he took up the role as global head of Marketing of the newly formed Infinergy business in 2017. He has acted with urgency in an entrepreneurial way regarding branding, strategy, business model innovation and business development and played a vital role in understanding the markets and quickly developing solutions to profitably grow the business. Matt has put a global team in place that is focused on understanding the customer needs, guiding the commercial team with pricing and priority customers / applications developing new customers in various business segments adding significant volume and margin potential. He collaborated with PM’s business model team to assess a new business model of selling finished parts to brands/ OEM’s and quickly implemented it. He crafted a brand strategy focused on customers at the consumer level which includes co-branding at various key accounts. Matt combines a strong overall business sense with a structured approach. He sees the bigger picture and has a strong customer focus.;15.04.2020;PM/N;PM
00630218;5;D;GES/G;M;Prior to joining BASF, Matt spent 5 years working for a regional engineering company as a civil engineer. Matt has a strong entrepreneurial mindset and pronounced doer qualities. He is always able and willing to take over new, complex and difficult tasks. In new environments he adapts quickly and acts determined. Matt is a highly motivated leader and shows strong interest to develop himself. In his current role as a Global E&M Manager for the CC division Matt is very well connected with all relevant executives from CC and GE and acts as a facilitator for the successful cooperation between the divisions. Prior to this job has was working in the global strategy team of GE, where he has substantially contributed to initiatives aiming at further improving the collaboration of Engineering & Maintenance with the ODs incl. specific OD initiatives like TOMCAT for optimizing the capital project execution for CCE’s mobile emissions business investments. It is based on Matts special networking and communication skills that GE and CC were able to build up an extraordinary level of trust and open communication among each other. In 2019 Matt was appointed to create and lead a global Battery Materials Competency Center consisting of members from different divisions (CC, GE, RC, GP) with the aim to improve the competitiveness in battery materials investment projects. Within a short time Matt demonstrated with his team that he is able to think out of the box, challenge the status quo and come up with new innovative proposals.;22.04.2020;GES;GE
